UserID,Restaurant,Rating,Time,Location
10,subway,4,1,2
10,subway,3,1,3
10,subway,3,2,1
10,subway,4,2,2
10,subway,3,2,3
11,applebees,2,1,1
11,applebees,2,1,2
11,applebees,2,1,3
11,applebees,5,2,1
11,applebees,3,2,2
11,applebees,1,2,3
11,big boy,1,1,1
11,big boy,1,1,2
11,big boy,1,1,3
11,big boy,1,2,1
11,big boy,1,2,2
11,big boy,1,2,3
11,carls jr,5,1,1
11,carls jr,5,1,2
11,carls jr,5,1,3
11,carls jr,4,2,1
11,carls jr,4,2,2
11,carls jr,3,2,3
11,la torta plaza,5,1,1
11,la torta plaza,5,1,2
11,la torta plaza,5,1,3
11,la torta plaza,4,2,1
11,la torta plaza,5,2,2
11,la torta plaza,3,2,3
11,sanborns,1,1,1
11,sanborns,1,1,2
11,sanborns,3,1,3
11,sanborns,4,2,1
11,sanborns,3,2,2
11,sanborns,3,2,3
12,applebees,5,2,1
12,burger king,5,1,2
12,cafe de la flor,5,1,2
12,carls jr,5,1,2
12,costco,5,2,1
12,dominos pizza,5,2,1
12,el mazateno,5,1,2
12,peter piper pizza,5,1,2
12,sirloin stockade,5,1,2
12,sirloin stockade,5,2,1
13,carls jr,4,1,1
13,costco,4,1,3
13,el mazateno,5,1,2
13,giuseppis,5,2,1
13,sirloin stockade,5,1,2
13,subway,4,1,1
14,burger king,5,2,2
14,carls jr,5,2,2
14,el mazateno,5,2,2
14,la torta plaza,5,2,1
14,la torta plaza,5,2,2
14,los arcos,5,2,1
14,los arcos,5,2,2
14,peter piper pizza,5,2,2
14,subway,5,2,2
15,applebees,5,2,1
15,big boy,5,1,1
15,big boy,5,1,2
15,big boy,5,1,3
15,big boy,5,2,1
15,burger king,5,1,2
15,burger king,5,2,2
15,burger king,5,2,3
15,carls jr,5,1,3
15,casa plascencia,5,2,3
15,cheripan,5,1,3
15,costco,5,1,1
15,costco,5,1,2
15,costco,5,1,3
15,daruma,5,2,1
15,daruma,5,2,3
15,el mazateno,5,1,3
15,el porton,5,2,2
15,el porton,5,2,3
15,el rodeo,5,1,3
15,fonda argentina,5,2,3
15,giuseppis,5,2,1
15,kentucky fried chicken,5,1,1
15,kentucky fried chicken,5,1,2
15,kentucky fried chicken,5,1,3
15,kentucky fried chicken,5,2,2
15,la casa del mole,5,2,3
15,la lena,5,1,3
15,la lena,5,2,1
15,la querencia,5,2,3
15,la torta plaza,5,1,3
15,la torta plaza,5,2,2
15,la torta plaza,5,2,3
15,landini ristorante toscano,5,1,3
15,mc donals,5,1,2
15,pancake house,5,2,2
15,peter piper pizza,5,1,3
15,peter piper pizza,5,2,1
15,californias,5,2,3
15,ricardos,5,1,2
15,ricardos,5,2,1
15,cien anos,5,1,3
15,subway,5,1,1
15,subway,5,1,2
15,subway,5,2,1
15,subway,5,2,2
15,subway,5,2,3
15,super antojitos,5,1,3
15,tortas chapultepec,5,2,1
15,tortas la vuelta,5,1,1
15,tortas la vuelta,5,1,2
15,tortas la vuelta,5,1,3
15,tortas wash movile,5,1,3
15,tortas wash movile,5,2,3
16,dominos pizza,3,1,2
17,carls jr,5,1,1
17,costco,5,2,1
17,el mazateno,4,1,2
17,la torta plaza,3,1,3
17,los arcos,4,2,2
17,peter piper pizza,4,1,2
17,peter piper pizza,4,2,3
17,ricardos,3,1,1
17,ricardos,4,1,3
17,ricardos,4,2,2
17,subway,4,1,3
17,tortas wash movile,4,2,2
18,carls jr,5,1,2
18,la lena,5,2,1
18,pampas do brasil,5,1,1
18,sirloin stockade,5,2,2
18,super antojitos,5,1,3
18,tortas la vuelta,5,2,3
19,applebees,5,1,1
19,burger king,5,1,2
19,la torta plaza,5,1,3
19,los arcos,5,1,2
19,sanborns,5,1,1
20,burger king,5,2,3
20,carls jr,5,2,1
20,el mazateno,5,2,2
20,la casa del mole,5,1,3
20,subway,5,1,2
20,tortas chapultepec,5,1,1
21,applebees,3,1,1
21,applebees,2,1,2
21,applebees,1,1,3
21,applebees,4,2,1
21,applebees,3,2,2
21,applebees,5,2,3
21,burger king,3,1,1
21,burger king,4,1,2
21,burger king,2,1,3
21,burger king,2,2,1
21,burger king,3,2,2
21,burger king,4,2,3
21,carls jr,5,1,1
21,carls jr,4,1,2
21,carls jr,4,1,3
21,carls jr,4,2,1
21,carls jr,3,2,2
21,carls jr,3,2,3
21,costco,3,1,1
21,costco,2,1,2
21,costco,3,1,3
21,costco,5,2,1
21,costco,2,2,2
21,costco,4,2,3
21,daruma,3,1,1
21,daruma,5,1,2
21,daruma,5,1,3
21,daruma,2,2,1
21,daruma,5,2,2
21,daruma,1,2,3
21,el mazateno,5,1,1
21,el mazateno,4,1,2
21,el mazateno,4,1,3
21,el mazateno,5,2,1
21,el mazateno,2,2,2
21,el mazateno,4,2,3
21,la lena,2,1,1
21,la lena,2,1,2
21,la lena,4,1,3
21,la lena,4,2,1
21,la lena,2,2,2
21,la lena,4,2,3
21,la torta plaza,4,1,1
21,la torta plaza,3,1,2
21,la torta plaza,3,1,3
21,la torta plaza,2,2,1
21,la torta plaza,3,2,2
21,la torta plaza,2,2,3
21,la espadana,3,1,1
21,la espadana,2,1,2
21,la espadana,4,1,3
21,la espadana,4,2,1
21,la espadana,1,2,2
21,la espadana,4,2,3
21,pampas do brasil,3,1,1
21,pampas do brasil,2,1,2
21,pampas do brasil,4,1,3
21,pampas do brasil,4,2,1
21,pampas do brasil,2,2,2
21,pampas do brasil,3,2,3
21,sirloin stockade,5,1,1
21,sirloin stockade,3,1,2
21,sirloin stockade,4,1,3
21,sirloin stockade,5,2,1
21,sirloin stockade,3,2,2
21,sirloin stockade,3,2,3
21,subway,5,1,1
21,subway,5,1,2
21,subway,5,1,3
21,subway,2,2,1
21,subway,4,2,2
21,subway,2,2,3
22,applebees,3,1,2
22,big boy,5,1,2
22,burger king,5,1,2
22,cafe de la flor,5,1,2
22,carls jr,5,1,2
22,carnitas uruapan,5,1,2
22,casa plascencia,5,1,2
22,cheripan,5,1,2
22,costco,5,1,2
22,daruma,5,1,2
22,dominos pizza,4,1,2
22,el mazateno,5,1,2
22,el porton,5,1,2
22,el rodeo,5,1,2
22,fonda argentina,5,1,2
22,giuseppis,5,1,2
22,kentucky fried chicken,4,1,2
22,la casa del mole,5,1,2
22,la lena,5,1,2
22,la querencia,5,1,2
22,la torta plaza,2,1,2
22,la espadana,5,1,2
22,landini ristorante toscano,5,1,2
22,los arcos,5,1,2
22,mc donals,5,1,2
22,pampas do brasil,2,1,2
22,pancake house,4,1,2
22,peter piper pizza,4,1,2
22,californias,5,1,2
22,ricardos,5,1,2
22,cien anos,5,1,2
22,sanborns,4,1,2
22,sirloin stockade,2,1,2
22,subway,4,1,2
22,super antojitos,5,1,2
22,tortas chapultepec,5,1,2
22,tortas la vuelta,5,1,2
22,tortas wash movile,5,1,2
22,villa saverios,5,1,2
22,vips,5,1,2
23,applebees,5,2,2
24,applebees,5,2,1
24,carls jr,5,1,2
24,el mazateno,5,2,2
24,giuseppis,5,2,1
24,subway,5,1,2
24,super antojitos,5,1,2
25,burger king,5,1,3
25,carls jr,2,1,2
25,dominos pizza,5,1,2
25,el mazateno,5,1,1
25,giuseppis,5,1,2
25,la casa del mole,5,1,2
25,la lena,5,2,2
25,la querencia,5,2,2
25,la torta plaza,5,1,3
25,landini ristorante toscano,5,2,1
25,peter piper pizza,5,1,1
25,sanborns,5,1,2
25,subway,5,1,3
25,villa saverios,5,2,2
26,applebees,5,1,3
26,big boy,5,1,2
26,burger king,5,2,1
26,cafe de la flor,5,2,3
26,carls jr,5,1,2
26,carnitas uruapan,5,1,1
26,casa plascencia,5,1,3
26,cheripan,5,2,1
26,costco,5,1,1
26,daruma,5,1,1
26,dominos pizza,5,1,1
26,el mazateno,5,2,3
26,el porton,5,2,1
26,el rodeo,5,2,1
26,fonda argentina,5,1,1
26,giuseppis,5,2,1
26,kentucky fried chicken,5,2,1
26,la casa del mole,5,1,1
26,la lena,5,1,1
26,la querencia,5,2,1
26,la torta plaza,5,1,3
26,la espadana,5,1,3
26,landini ristorante toscano,5,1,1
26,los arcos,5,2,2
26,mc donals,5,2,1
26,pancake house,5,2,1
26,peter piper pizza,5,2,2
26,californias,5,1,1
26,ricardos,5,1,1
26,cien anos,5,1,1
26,sanborns,5,1,3
26,sirloin stockade,5,1,3
26,subway,5,1,2
26,super antojitos,5,1,2
26,tortas chapultepec,5,1,1
26,tortas chapultepec,5,2,1
26,tortas la vuelta,5,2,1
26,tortas wash movile,5,1,1
26,villa saverios,5,2,1
26,vips,5,2,3
27,applebees,5,2,1
27,carls jr,5,1,3
27,carls jr,5,2,2
27,dominos pizza,5,1,1
27,pancake house,5,1,2
27,vips,5,2,3
28,applebees,1,1,1
28,applebees,2,1,2
28,applebees,5,2,2
28,burger king,2,1,2
28,burger king,5,2,2
28,carls jr,2,1,2
28,dominos pizza,2,1,2
28,dominos pizza,5,2,2
28,la casa del mole,1,1,1
28,la casa del mole,2,1,2
28,la casa del mole,5,2,2
28,mc donals,1,1,1
28,mc donals,3,1,3
28,mc donals,5,2,2
28,californias,2,1,2
28,subway,2,1,2
28,super antojitos,5,2,2
29,burger king,4,1,1
29,carnitas uruapan,5,2,1
29,dominos pizza,3,1,2
29,kentucky fried chicken,2,1,3
29,la torta plaza,4,2,2
29,ricardos,4,2,3
30,applebees,1,1,1
30,applebees,1,1,2
30,applebees,1,1,3
30,applebees,5,2,1
30,applebees,3,2,2
30,applebees,5,2,3
30,burger king,1,1,1
30,burger king,1,1,2
30,burger king,1,1,3
30,burger king,1,2,1
30,burger king,1,2,2
30,burger king,1,2,3
30,cafe de la flor,1,1,1
30,cafe de la flor,1,1,2
30,cafe de la flor,1,1,3
30,cafe de la flor,2,2,1
30,cafe de la flor,2,2,2
30,cafe de la flor,2,2,3
30,carls jr,3,1,1
30,carls jr,3,1,2
30,carls jr,3,1,3
30,carls jr,4,2,1
30,carls jr,5,2,2
30,carls jr,4,2,3
30,dominos pizza,2,1,1
30,dominos pizza,3,1,2
30,dominos pizza,4,1,3
30,dominos pizza,5,2,1
30,dominos pizza,4,2,2
30,dominos pizza,5,2,3
30,kentucky fried chicken,2,1,1
30,kentucky fried chicken,2,1,2
30,kentucky fried chicken,2,1,3
30,kentucky fried chicken,3,2,1
30,kentucky fried chicken,3,2,2
30,kentucky fried chicken,3,2,3
30,mc donals,1,1,1
30,mc donals,1,1,2
30,mc donals,1,1,3
30,mc donals,1,2,1
30,mc donals,1,2,2
30,mc donals,1,2,3
30,peter piper pizza,3,1,1
30,peter piper pizza,3,1,2
30,peter piper pizza,3,1,3
30,peter piper pizza,3,2,1
30,peter piper pizza,3,2,2
30,peter piper pizza,3,2,3
30,subway,1,1,1
30,subway,1,1,2
30,subway,1,1,3
30,subway,1,2,1
30,subway,1,2,2
30,subway,1,2,3
30,vips,4,1,1
30,vips,4,1,2
30,vips,4,1,3
30,vips,4,2,1
30,vips,4,2,2
30,vips,4,2,3
31,applebees,1,1,1
31,applebees,3,2,1
31,big boy,1,1,1
31,burger king,1,1,1
31,burger king,3,1,2
31,burger king,3,1,3
31,burger king,3,2,2
31,cafe de la flor,3,1,1
31,cafe de la flor,2,1,3
31,carls jr,5,1,1
31,carls jr,4,1,2
31,carls jr,4,2,1
31,carls jr,3,2,2
31,carls jr,4,2,3
31,carnitas uruapan,2,1,1
31,costco,3,1,1
31,costco,4,2,1
31,costco,3,2,2
31,costco,3,2,3
31,dominos pizza,4,1,1
31,dominos pizza,3,2,1
31,dominos pizza,4,2,3
31,el mazateno,4,1,1
31,el mazateno,3,1,2
31,el mazateno,3,1,3
31,el mazateno,3,2,1
31,el mazateno,4,2,2
31,kentucky fried chicken,3,1,1
31,kentucky fried chicken,3,1,2
31,kentucky fried chicken,3,2,1
31,la torta plaza,4,1,1
31,la torta plaza,5,1,2
31,la torta plaza,4,1,3
31,la torta plaza,3,2,1
31,la torta plaza,4,2,3
31,la espadana,4,2,2
31,los arcos,4,2,1
31,los arcos,4,2,2
31,pancake house,3,1,1
31,pancake house,5,2,1
31,pancake house,5,2,2
31,peter piper pizza,3,2,1
31,peter piper pizza,3,2,2
31,sirloin stockade,5,2,1
31,sirloin stockade,5,2,2
31,subway,4,1,1
31,subway,5,1,2
31,subway,5,1,3
31,tortas la vuelta,4,1,1
31,tortas wash movile,4,1,1
31,tortas wash movile,3,1,2
31,tortas wash movile,3,1,3
32,applebees,5,1,3
32,applebees,5,2,2
32,applebees,5,2,3
32,burger king,5,1,2
32,burger king,5,2,2
32,cafe de la flor,5,2,1
32,cafe de la flor,5,2,3
32,carls jr,5,1,1
32,carls jr,5,1,2
32,carls jr,5,2,1
32,carnitas uruapan,5,1,3
32,carnitas uruapan,5,2,1
32,carnitas uruapan,5,2,3
32,costco,5,1,1
32,costco,5,1,2
32,costco,5,1,3
32,costco,5,2,2
32,costco,5,2,3
32,dominos pizza,5,1,1
32,dominos pizza,5,1,3
32,dominos pizza,5,2,2
32,el mazateno,5,1,3
32,el mazateno,5,2,1
32,el mazateno,5,2,2
32,el rodeo,5,1,3
32,fonda argentina,5,2,1
32,fonda argentina,5,2,3
32,giuseppis,5,2,1
32,kentucky fried chicken,5,1,2
32,kentucky fried chicken,5,2,2
32,la torta plaza,5,1,1
32,la torta plaza,5,2,2
32,la espadana,5,2,3
32,mc donals,5,1,1
32,mc donals,5,1,2
32,mc donals,5,1,3
32,pampas do brasil,5,2,1
32,pampas do brasil,5,2,3
32,pancake house,5,1,3
32,pancake house,5,2,1
32,pancake house,5,2,3
32,peter piper pizza,5,1,2
32,ricardos,5,1,3
32,ricardos,5,2,1
32,ricardos,5,2,3
32,sanborns,5,2,1
32,sirloin stockade,5,1,3
32,subway,5,1,1
32,subway,5,2,2
32,villa saverios,5,1,1
32,villa saverios,5,1,2
33,cafe de la flor,5,1,3
33,cafe de la flor,5,2,3
33,carls jr,5,1,3
33,carls jr,5,2,3
33,el mazateno,5,1,2
33,giuseppis,5,1,1
33,giuseppis,5,2,3
33,la espadana,5,1,1
33,la espadana,5,1,3
33,la espadana,5,2,3
34,cafe de la flor,4,1,1
34,cafe de la flor,4,1,2
34,cafe de la flor,5,1,3
34,cafe de la flor,5,2,1
34,cafe de la flor,4,2,2
34,cafe de la flor,5,2,3
34,la espadana,5,1,1
34,la espadana,5,1,2
34,la espadana,5,1,3
34,la espadana,5,2,1
34,la espadana,5,2,2
34,la espadana,5,2,3
35,cafe de la flor,5,1,2
35,cheripan,5,1,3
35,la casa del mole,5,1,1
35,la espadana,5,2,2
35,los arcos,5,2,1
36,cafe de la flor,5,2,2
36,carls jr,5,2,2
36,daruma,5,1,1
36,daruma,5,1,2
36,daruma,5,1,3
36,daruma,5,2,1
36,daruma,5,2,2
36,daruma,5,2,3
36,la lena,5,2,3
36,los arcos,5,2,2
36,cien anos,5,2,2
36,cien anos,5,2,3
36,tortas wash movile,5,1,1
36,tortas wash movile,5,1,2
36,tortas wash movile,5,1,3
36,tortas wash movile,5,2,1
36,tortas wash movile,5,2,2
36,tortas wash movile,5,2,3
37,applebees,5,1,1
37,applebees,3,1,2
37,applebees,5,1,3
37,applebees,1,2,1
37,applebees,3,2,2
37,applebees,4,2,3
37,burger king,1,1,1
37,burger king,1,1,2
37,burger king,2,1,3
37,burger king,5,2,1
37,burger king,5,2,2
37,burger king,5,2,3
37,cafe de la flor,1,1,1
37,cafe de la flor,2,1,2
37,cafe de la flor,1,1,3
37,cafe de la flor,3,2,1
37,cafe de la flor,3,2,2
37,cafe de la flor,3,2,3
37,carls jr,1,1,1
37,carls jr,1,1,2
37,carls jr,1,1,3
37,carls jr,4,2,1
37,carls jr,4,2,2
37,carls jr,4,2,3
37,carnitas uruapan,1,1,1
37,carnitas uruapan,3,1,2
37,carnitas uruapan,3,1,3
37,carnitas uruapan,1,2,1
37,carnitas uruapan,2,2,2
37,carnitas uruapan,2,2,3
37,casa plascencia,1,1,1
37,casa plascencia,1,1,2
37,casa plascencia,1,1,3
37,casa plascencia,1,2,1
37,casa plascencia,1,2,2
37,casa plascencia,1,2,3
37,kentucky fried chicken,3,1,1
37,kentucky fried chicken,3,1,2
37,kentucky fried chicken,3,1,3
37,kentucky fried chicken,2,2,1
37,kentucky fried chicken,3,2,2
37,kentucky fried chicken,3,2,3
37,la torta plaza,4,1,1
37,la torta plaza,2,1,2
37,la torta plaza,2,1,3
37,la torta plaza,5,2,1
37,la torta plaza,2,2,2
37,la torta plaza,2,2,3
37,la espadana,5,1,1
37,la espadana,5,1,2
37,la espadana,5,1,3
37,la espadana,1,2,1
37,la espadana,5,2,2
37,la espadana,5,2,3
37,pampas do brasil,5,1,1
37,pampas do brasil,5,1,2
37,pampas do brasil,5,1,3
37,pampas do brasil,1,2,1
37,pampas do brasil,5,2,2
37,pampas do brasil,5,2,3
37,peter piper pizza,2,1,1
37,peter piper pizza,3,1,2
37,peter piper pizza,3,1,3
37,peter piper pizza,2,2,1
37,peter piper pizza,3,2,2
37,peter piper pizza,3,2,3
37,sirloin stockade,5,1,1
37,sirloin stockade,5,1,2
37,sirloin stockade,5,1,3
37,sirloin stockade,5,2,1
37,sirloin stockade,5,2,2
37,sirloin stockade,5,2,3
37,subway,2,1,1
37,subway,1,1,2
37,subway,1,1,3
37,subway,3,2,1
37,subway,1,2,2
37,subway,1,2,3
37,tortas wash movile,5,1,1
37,tortas wash movile,1,1,2
37,tortas wash movile,3,1,3
37,tortas wash movile,5,2,1
37,tortas wash movile,1,2,2
37,tortas wash movile,3,2,3
38,applebees,5,1,1
38,burger king,5,1,2
38,burger king,5,1,3
38,cafe de la flor,5,2,1
38,carls jr,5,1,2
38,carls jr,5,1,3
38,carls jr,5,2,1
38,el mazateno,5,1,2
38,el mazateno,5,1,3
38,el mazateno,5,2,2
38,el mazateno,5,2,3
38,la casa del mole,5,1,1
38,la torta plaza,5,1,2
38,la torta plaza,5,2,1
38,la torta plaza,5,2,2
38,la torta plaza,5,2,3
38,los arcos,5,2,2
38,los arcos,5,2,3
38,mc donals,5,2,1
38,peter piper pizza,5,2,1
38,subway,5,1,2
38,super antojitos,5,1,3
38,tortas chapultepec,5,2,2
38,tortas la vuelta,5,2,3
39,applebees,5,1,1
39,big boy,5,1,2
39,burger king,5,1,2
39,cafe de la flor,5,1,2
39,carls jr,5,2,2
39,carls jr,5,2,3
39,carnitas uruapan,5,1,1
39,casa plascencia,5,1,2
39,cheripan,5,1,2
39,daruma,5,2,2
39,dominos pizza,2,1,2
39,el mazateno,5,2,2
39,el porton,1,1,1
39,el rodeo,1,1,1
39,fonda argentina,2,1,2
39,giuseppis,1,1,1
39,kentucky fried chicken,3,1,3
39,la casa del mole,5,2,3
39,la lena,1,1,1
39,la querencia,5,1,3
39,la torta plaza,5,2,3
39,la espadana,5,1,2
39,landini ristorante toscano,5,1,3
39,los arcos,5,1,3
39,mc donals,5,1,1
39,pampas do brasil,5,1,1
39,pancake house,5,2,2
39,peter piper pizza,5,1,2
39,californias,5,2,3
39,ricardos,5,2,2
39,cien anos,5,1,2
39,sanborns,5,1,3
39,sirloin stockade,5,2,2
39,subway,5,2,3
39,super antojitos,5,1,3
39,tortas chapultepec,5,2,1
39,tortas la vuelta,5,2,1
39,tortas wash movile,5,2,2
39,villa saverios,5,1,1
39,vips,5,1,1
40,applebees,5,2,1
40,burger king,5,1,2
40,burger king,5,1,3
40,burger king,5,2,1
40,burger king,5,2,2
40,carls jr,5,1,2
40,carls jr,5,1,3
40,carls jr,5,2,3
40,carnitas uruapan,5,1,2
40,carnitas uruapan,5,2,3
40,daruma,5,1,1
40,daruma,5,1,2
40,daruma,5,1,3
40,daruma,5,2,2
40,el mazateno,5,1,1
40,el mazateno,5,1,2
40,el mazateno,5,1,3
40,el mazateno,5,2,2
40,kentucky fried chicken,5,2,3
40,la casa del mole,5,2,1
40,la casa del mole,5,2,3
40,la lena,5,2,1
40,la querencia,5,2,3
40,la torta plaza,5,2,1
40,los arcos,5,2,3
40,peter piper pizza,5,1,2
40,peter piper pizza,5,1,3
40,peter piper pizza,5,2,1
40,peter piper pizza,5,2,2
40,subway,5,1,1
40,subway,5,1,2
40,subway,5,1,3
40,subway,5,2,2
40,super antojitos,5,1,1
40,super antojitos,5,1,2
40,tortas la vuelta,5,1,3
40,vips,5,2,1
40,vips,5,2,3
41,applebees,5,2,1
41,big boy,5,1,1
41,burger king,5,1,2
41,cafe de la flor,5,2,1
41,carls jr,5,2,1
41,carnitas uruapan,5,2,2
41,casa plascencia,5,1,3
41,cheripan,5,2,1
41,costco,5,2,1
41,daruma,5,2,1
41,dominos pizza,5,1,2
41,el mazateno,5,2,1
41,el porton,5,1,3
41,el rodeo,5,2,1
41,giuseppis,5,2,1
41,kentucky fried chicken,5,2,1
41,la casa del mole,5,2,1
41,la lena,5,1,2
41,la querencia,5,1,3
41,la torta plaza,5,1,2
41,la espadana,5,1,3
41,landini ristorante toscano,5,1,3
41,los arcos,5,2,2
41,mc donals,5,1,1
41,pampas do brasil,5,1,3
41,pancake house,5,2,1
41,peter piper pizza,5,1,2
41,californias,5,2,1
41,ricardos,5,1,2
41,cien anos,5,1,3
41,sanborns,5,2,1
41,sirloin stockade,5,1,3
41,subway,5,1,3
41,super antojitos,5,1,3
41,tortas chapultepec,5,1,3
41,tortas la vuelta,5,1,2
41,tortas wash movile,5,1,3
41,villa saverios,5,1,2
41,vips,5,2,1
42,burger king,5,2,2
42,carls jr,5,1,1
42,costco,5,2,3
42,el mazateno,5,1,2
42,sanborns,5,2,1
42,vips,5,1,3
43,applebees,5,1,3
43,carls jr,5,2,3
43,dominos pizza,5,1,2
43,el porton,5,2,1
43,kentucky fried chicken,5,2,2
43,kentucky fried chicken,5,2,3
43,la casa del mole,5,2,1
43,landini ristorante toscano,5,1,1
44,applebees,1,1,1
